1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ3ï\Å@îNóÓÅi5çŒäKãâÅjÅCíjèóï êlå˚ÅCëçîNóÓãyÇ—ïΩãœîNóÓ(äOçëêlÅ\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) ì˙ñ{êlÅEäOçëêlÇÃï Åuïsè⁄ÅvÇä‹ÇﬁÅB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) ñ≥çëê–ãyÇ—çëñºÅuïsè⁄ÅvÇä‹ÇﬁÅB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,ëçêîÅiíjèóï Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,íj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,èó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiîNóÓÅj 1),0Å`4çŒ,5Å`9çŒ,10Å`14çŒ,15Å`19çŒ,20Å`24çŒ,25Å`29çŒ,30Å`34çŒ,35Å`39çŒ,40Å`44çŒ,45Å`49çŒ,50Å`54çŒ,55Å`59çŒ,60Å`64çŒ,65Å`69çŒ,70Å`74çŒ,75Å`79çŒ,80Å`84çŒ,85Å`89çŒ,90Å`94çŒ,95Å`99çŒ,100çŒà»è„,îNóÓÅuïsè⁄Åv,ëçîNóÓ,ïΩãœîNóÓ,ÅiçƒåfÅj15çŒñ¢ñû,ÅiçƒåfÅj15Å`64çŒ,ÅiçƒåfÅj65çŒà»è„,ÅiçƒåfÅj75çŒà»è„,ÅiçƒåfÅj85çŒà»è„,ÅiçƒåfÅjäOçëêl 2),ëçêîÅiîNóÓÅj 1),0Å`4çŒ,5Å`9çŒ,10Å`14çŒ,15Å`19çŒ,20Å`24çŒ,25Å`29çŒ,30Å`34çŒ,35Å`39çŒ,40Å`44çŒ,45Å`49çŒ,50Å`54çŒ,55Å`59çŒ,60Å`64çŒ,65Å`69çŒ,70Å`74çŒ,75Å`79çŒ,80Å`84çŒ,85Å`89çŒ,90Å`94çŒ,95Å`99çŒ,100çŒà»è„,îNóÓÅuïsè⁄Åv,ëçîNóÓ,ïΩãœîNóÓ,ÅiçƒåfÅj15çŒñ¢ñû,ÅiçƒåfÅj15Å`64çŒ,ÅiçƒåfÅj65çŒà»è„,ÅiçƒåfÅj75çŒà»è„,ÅiçƒåfÅj85çŒà»è„,ÅiçƒåfÅjäOçëêl 2),ëçêîÅiîNóÓÅj 1),0Å`4çŒ,5Å`9çŒ,10Å`14çŒ,15Å`19çŒ,20Å`24çŒ,25Å`29çŒ,30Å`34çŒ,35Å`39çŒ,40Å`44çŒ,45Å`49çŒ,50Å`54çŒ,55Å`59çŒ,60Å`64çŒ,65Å`69çŒ,70Å`74çŒ,75Å`79çŒ,80Å`84çŒ,85Å`89çŒ,90Å`94çŒ,95Å`99çŒ,100çŒà»è„,îNóÓÅuïsè⁄Åv,ëçîNóÓ,ïΩãœîNóÓ,ÅiçƒåfÅj15çŒñ¢ñû,ÅiçƒåfÅj15Å`64çŒ,ÅiçƒåfÅj65çŒà»è„,ÅiçƒåfÅj75çŒà»è„,ÅiçƒåfÅj85çŒà»è„,ÅiçƒåfÅjäOçëêl 2)
414,"45201","195001","3","","","","ã{çËåß","ã{çËés","ç°êÚ","îˆïΩ",539,20,23,15,39,29,17,16,29,42,52,59,44,38,42,14,25,18,9,2,1,-,5,24133,45.6928838951,58,365,111,55,12,-,266,11,14,8,20,14,8,7,17,21,23,31,24,16,23,7,7,9,3,-,-,-,3,11461,44.0779467681,33,181,49,19,3,-,273,9,9,7,19,15,9,9,12,21,29,28,20,22,19,7,18,9,6,2,1,-,2,12672,47.2601476015,25,184,62,36,9,-
415,"45201","195002","3","","","","ã{çËåß","ã{çËés","ç°êÚ","åBä|",1644,55,74,85,92,88,73,67,91,92,137,142,125,126,130,76,73,58,31,11,3,1,14,73805,45.7791411043,214,1033,383,177,46,3,784,31,42,37,43,41,37,28,44,47,59,69,64,60,66,36,34,23,10,4,-,1,8,34464,44.9123711340,110,492,174,72,15,2,860,24,32,48,49,47,36,39,47,45,78,73,61,66,64,40,39,35,21,7,3,-,6,39341,46.5667447307,104,541,209,105,31,1
416,"45201","195003","3","","","","ã{çËåß","ã{çËés","ç°êÚ","è„ëÂãvï€",384,16,13,10,12,13,17,21,28,15,22,26,36,37,41,22,15,22,13,4,1,-,-,19136,50.3333333333,39,227,118,55,18,-,191,10,10,5,6,5,4,10,15,9,10,13,19,18,24,11,8,10,3,1,-,-,-,9253,48.9450261780,25,109,57,22,4,-,193,6,3,5,6,8,13,11,13,6,12,13,17,19,17,11,7,12,10,3,1,-,-,9883,51.7072538860,14,118,61,33,14,-
417,"45201","195004","3","","","","ã{çËåß","ã{çËés","ç°êÚ","â∫ëÂãvï€",149,9,6,6,5,1,14,9,7,5,6,7,13,18,15,9,6,8,5,-,-,-,-,7104,48.1778523490,21,85,43,19,5,1,68,3,2,4,4,1,5,5,2,3,3,4,5,10,8,2,1,4,2,-,-,-,-,3168,47.0882352941,9,42,17,7,2,-,81,6,4,2,1,-,9,4,5,2,3,3,8,8,7,7,5,4,3,-,-,-,-,3936,49.0925925926,12,43,26,12,3,1
418,"45201","195005","3","","","","ã{çËåß","ã{çËés","ç°êÚ","íJÉmå˚",232,5,7,6,19,16,11,8,6,13,11,17,30,15,20,16,18,8,4,1,1,-,-,11231,48.9094827586,18,146,68,32,6,-,109,4,4,1,9,7,7,4,3,5,6,9,16,7,10,6,8,2,1,-,-,-,-,5048,46.8119266055,9,73,27,11,1,-,123,1,3,5,10,9,4,4,3,8,5,8,14,8,10,10,10,6,3,1,1,-,-,6183,50.7682926829,9,73,41,21,5,-
419,"45201","195006","3","","","","ã{çËåß","ã{çËés","ç°êÚ","èºÉmñÿìc",417,13,15,24,26,37,30,23,23,23,21,24,23,16,25,19,14,22,14,12,5,-,8,18327,45.3092909535,52,246,111,67,31,1,189,6,8,12,7,19,15,9,12,15,10,13,10,7,11,7,6,11,6,-,-,-,5,7798,42.8804347826,26,117,41,23,6,-,228,7,7,12,19,18,15,14,11,8,11,11,13,9,14,12,8,11,8,12,5,-,3,10529,47.2955555556,26,129,70,44,25,1
420,"45201","195007","3","","","","ã{çËåß","ã{çËés","ç°êÚ","â™",350,13,5,12,17,41,19,16,19,26,26,13,17,27,23,23,18,13,5,1,1,-,15,14984,45.2283582090,30,221,84,38,7,2,167,5,2,4,7,15,9,8,8,14,13,9,9,16,12,13,9,3,4,-,-,-,7,7502,47.3875000000,11,108,41,16,4,2,183,8,3,8,10,26,10,8,11,12,13,4,8,11,11,10,9,10,1,1,1,-,8,7482,43.2542857143,19,113,43,22,3,-
421,"45201","195008","3","","","","ã{çËåß","ã{çËés","ç°êÚ","â∫ç°êÚ",326,11,15,12,43,26,17,15,18,19,16,12,29,29,22,12,9,5,2,3,1,-,10,12833,41.1107594937,38,224,54,20,6,-,181,4,6,7,39,20,12,8,6,12,7,5,10,15,12,6,7,-,-,-,-,-,5,6456,37.1818181818,17,134,25,7,-,-,145,7,9,5,4,6,5,7,12,7,9,7,19,14,10,6,2,5,2,3,1,-,5,6377,46.0500000000,21,90,29,13,6,-
422,"45201","195009","3","","","","ã{çËåß","ã{çËés","ç°êÚ","è„ç°êÚ",672,30,45,61,62,21,23,20,43,75,63,54,39,40,30,20,16,14,5,1,2,-,8,25615,39.0768072289,136,440,88,38,8,-,335,14,22,38,30,11,9,11,19,36,33,27,21,22,14,8,7,6,2,-,-,-,5,12407,38.0969696970,74,219,37,15,2,-,337,16,23,23,32,10,14,9,24,39,30,27,18,18,16,12,9,8,3,1,2,-,3,13208,40.0449101796,62,221,51,23,6,-
423,"45201","195010","3","","","","ã{çËåß","ã{çËés","ç°êÚ","ä€ñ⁄",181,3,15,7,4,6,6,14,9,4,4,12,21,32,13,9,6,7,5,4,-,-,-,8872,49.5165745856,25,112,44,22,9,-,90,1,6,3,2,3,4,7,5,1,2,4,13,16,8,4,1,4,3,3,-,-,-,4552,51.0777777778,10,57,23,11,6,-,91,2,9,4,2,3,2,7,4,3,2,8,8,16,5,5,5,3,2,1,-,-,-,4320,47.9725274725,15,55,21,11,3,-
424,"45201","195011","3","","","","ã{çËåß","ã{çËés","ç°êÚ","êŒç‚",20,-,-,-,-,-,-,-,2,-,-,-,1,4,1,5,5,2,-,-,-,-,-,1358,68.4000000000,-,7,13,7,-,-,10,-,-,-,-,-,-,-,1,-,-,-,1,1,1,2,2,2,-,-,-,-,-,683,68.8000000000,-,3,7,4,-,-,10,-,-,-,-,-,-,-,1,-,-,-,-,3,-,3,3,-,-,-,-,-,-,675,68.0000000000,-,4,6,3,-,-
425,"45201","195012","3","","","","ã{çËåß","ã{çËés","ç°êÚ","èºäê",353,16,15,26,16,15,13,9,26,20,20,28,29,21,30,28,19,10,6,6,-,-,-,16170,46.3073654391,57,197,99,41,12,-,166,9,7,13,7,4,7,3,15,10,11,12,14,10,15,11,9,3,4,2,-,-,-,7496,45.6566265060,29,93,44,18,6,-,187,7,8,13,9,11,6,6,11,10,9,16,15,11,15,17,10,7,2,4,-,-,-,8674,46.8850267380,28,104,55,23,6,-
426,"45201","195013","3","","","","ã{çËåß","ã{çËés","ç°êÚ","âiéR",436,23,19,25,28,11,12,23,29,36,31,29,21,30,34,38,20,15,8,4,-,-,-,19671,45.6169724771,67,250,119,47,12,2,214,11,11,16,16,7,5,9,13,21,11,15,13,15,12,19,10,6,3,1,-,-,-,9246,43.7056074766,38,125,51,20,4,2,222,12,8,9,12,4,7,14,16,15,20,14,8,15,22,19,10,9,5,3,-,-,-,10425,47.4594594595,29,125,68,27,8,-
427,"45201","1960","2","","","","ã{çËåß","ã{çËés","ëDà¯","",2688,105,102,118,132,182,180,126,157,166,136,147,161,198,225,178,118,106,65,28,6,1,51,120379,46.1499810391,325,1585,727,324,100,11,1263,51,55,63,60,80,78,63,73,78,69,68,78,100,107,82,59,44,23,4,2,-,26,55413,45.2962813258,169,747,321,132,29,4,1425,54,47,55,72,102,102,63,84,88,67,79,83,98,118,96,59,62,42,24,4,1,25,64966,46.9042857143,156,838,406,192,71,7
428,"45201","196001","3","","","","ã{çËåß","ã{çËés","ëDà¯","çïñk",456,22,28,34,21,11,13,18,27,42,24,23,29,33,49,34,19,15,6,4,1,-,3,20382,45.4933774834,84,241,128,45,11,1,227,9,15,19,13,6,6,9,13,19,13,12,14,17,22,18,9,9,1,1,-,-,2,9908,44.5355555556,43,122,60,20,2,-,229,13,13,15,8,5,7,9,14,23,11,11,15,16,27,16,10,6,5,3,1,-,1,10474,46.4385964912,41,119,68,25,9,1
429,"45201","196002","3","","","","ã{çËåß","ã{çËés","ëDà¯","à¡âÆ",257,14,6,6,16,9,13,8,10,12,16,13,20,24,23,21,13,17,11,4,-,1,-,13014,51.1381322957,26,141,90,46,16,-,129,12,3,3,8,2,7,4,4,8,7,6,10,12,12,9,8,8,5,1,-,-,-,6287,49.2364341085,18,68,43,22,6,-,128,2,3,3,8,7,6,4,6,4,9,7,10,12,11,12,5,9,6,3,-,1,-,6727,53.0546875000,8,73,47,24,10,-
430,"45201","196003","3","","","","ã{çËåß","ã{çËés","ëDà¯","ëDà¯",453,11,17,17,17,15,16,12,25,27,26,24,33,41,47,36,32,29,16,6,5,-,1,23744,53.0309734513,45,236,171,88,27,-,198,4,6,7,5,5,5,8,14,12,13,9,15,21,24,15,14,11,8,-,2,-,-,10536,53.7121212121,17,107,74,35,10,-,255,7,11,10,12,10,11,4,11,15,13,15,18,20,23,21,18,18,8,6,3,-,1,13208,52.5000000000,28,129,97,53,17,-
431,"45201","196004","3","","","","ã{çËåß","ã{çËés","ëDà¯","ê≥éË",593,24,11,26,26,24,34,33,36,32,30,42,35,55,51,46,24,19,21,10,-,-,14,27992,48.8454231434,61,347,171,74,31,2,278,9,8,11,15,9,14,16,17,16,16,22,21,25,22,23,13,7,5,2,-,-,7,12872,47.9981549815,28,171,72,27,7,1,315,15,3,15,11,15,20,17,19,16,14,20,14,30,29,23,11,12,16,8,-,-,7,15120,49.5909090909,33,176,99,47,24,1
432,"45201","196005","3","","","","ã{çËåß","ã{çËés","ëDà¯","êºêVí¨",929,34,40,35,52,123,104,55,59,53,40,45,44,45,55,41,30,26,11,4,-,-,33,35247,39.8381696429,109,620,167,71,15,8,431,17,23,23,19,58,46,26,25,23,20,19,18,25,27,17,15,9,4,-,-,-,17,15810,38.6884057971,63,279,72,28,4,3,498,17,17,12,33,65,58,29,34,30,20,26,26,20,28,24,15,17,7,4,-,-,16,19437,40.8257261411,46,341,95,43,11,5
433,"45201","1970","2","","","","ã{çËåß","ã{çËés","ñÿå¥","",3433,104,123,112,244,382,214,202,165,174,199,187,184,223,193,143,136,161,112,66,32,6,71,150463,45.2540154670,339,2174,849,513,216,28,1659,50,60,54,114,208,108,105,87,88,101,98,96,115,104,55,60,63,42,10,4,2,35,69146,43.0775862069,164,1120,340,181,58,13,1774,54,63,58,130,174,106,97,78,86,98,89,88,108,89,88,76,98,70,56,28,4,36,81317,47.2876869965,175,1054,509,332,158,15
434,"45201","197001","3","","","","ã{çËåß","ã{çËés","ñÿå¥","çïç‚",432,13,17,11,25,24,16,14,15,22,18,22,27,26,31,19,20,34,37,27,8,4,2,23389,54.8930232558,41,209,180,130,76,1,184,6,9,7,12,12,5,8,9,11,8,12,11,12,13,10,7,13,13,3,1,1,1,8962,49.4726775956,22,100,61,38,18,1,248,7,8,4,13,12,11,6,6,11,10,10,16,14,18,9,13,21,24,24,7,3,1,14427,58.9089068826,19,109,119,92,58,-
435,"45201","197002","3","","","","ã{çËåß","ã{çËés","ñÿå¥","âiìc",266,5,8,14,19,46,16,14,8,15,18,13,14,10,12,18,16,11,3,1,1,-,4,10977,42.3969465649,27,173,62,32,5,1,124,2,4,4,8,26,9,7,2,7,9,7,5,8,4,6,7,6,1,-,-,-,2,5007,41.5409836066,10,88,24,14,1,1,142,3,4,10,11,20,7,7,6,8,9,6,9,2,8,12,9,5,2,1,1,-,2,5970,43.1428571429,17,85,38,18,4,-
436,"45201","197003","3","","","","ã{çËåß","ã{çËés","ñÿå¥","è„ñÿå¥",743,30,33,41,44,34,53,58,43,37,41,42,55,58,40,16,20,36,20,23,14,2,3,33332,45.5432432432,104,465,171,115,59,22,355,15,21,22,23,16,20,26,22,20,21,24,32,27,24,6,5,17,8,2,1,1,2,14833,42.5198300283,58,231,64,34,12,9,388,15,12,19,21,18,33,32,21,17,20,18,23,31,16,10,15,19,12,21,13,1,1,18499,48.3010335917,46,234,107,81,47,13
437,"45201","197004","3","","","","ã{çËåß","ã{çËés","ñÿå¥","íÜñÿå¥",329,3,11,7,29,52,20,14,10,13,13,20,23,31,22,11,17,15,10,4,-,-,4,14622,45.4907692308,21,225,79,46,14,-,160,2,4,5,14,26,13,7,5,5,5,9,13,15,11,5,8,7,3,2,-,-,1,6975,44.3679245283,11,112,36,20,5,-,169,1,7,2,15,26,7,7,5,8,8,11,10,16,11,6,9,8,7,2,-,-,3,7647,46.5662650602,10,113,43,26,9,-
438,"45201","197005","3","","","","ã{çËåß","ã{çËés","ñÿå¥","â∫ñÿå¥",397,9,15,14,19,31,8,19,13,19,22,24,26,40,34,26,23,22,19,6,7,-,1,20240,51.6111111111,38,221,137,77,32,-,187,3,8,6,9,19,4,9,6,11,10,13,12,21,20,7,12,6,7,2,2,-,-,9160,49.4839572193,17,114,56,29,11,-,210,6,7,8,10,12,4,10,7,8,12,11,14,19,14,19,11,16,12,4,5,-,1,11080,53.5143540670,21,107,81,48,21,-
439,"45201","197006","3","","","","ã{çËåß","ã{çËés","ñÿå¥","êVí¨",1266,44,39,25,108,195,101,83,76,68,87,66,39,58,54,53,40,43,23,5,2,-,57,47903,40.1220016543,108,881,220,113,30,4,649,22,14,10,48,109,57,48,43,34,48,33,23,32,32,21,21,14,10,1,-,-,29,24209,39.5467741935,46,475,99,46,11,2,617,22,25,15,60,86,44,35,33,34,39,33,16,26,22,32,19,29,13,4,2,-,28,23694,40.7275042445,62,406,121,67,19,2
440,"45201","1980","2","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","",8683,492,439,335,438,442,532,591,690,559,474,574,616,694,610,383,243,246,129,45,13,5,133,361892,42.8265497076,1266,5610,1674,681,192,17,4153,246,217,176,233,212,233,268,345,267,218,261,295,330,300,194,114,107,50,13,1,-,73,169775,42.1115196078,639,2662,779,285,64,8,4530,246,222,159,205,230,299,323,345,292,256,313,321,364,310,189,129,139,79,32,12,5,60,192117,43.4791946309,627,2948,895,396,128,9
441,"45201","198001","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","è„â¡î[",546,26,20,24,20,17,44,39,33,20,24,26,34,39,39,26,26,34,24,17,8,1,5,26302,49.1173752311,70,296,175,110,50,-,242,12,9,10,6,8,21,18,16,9,13,13,14,24,19,12,10,11,12,1,1,-,3,11166,47.2196652720,31,142,66,35,14,-,304,14,11,14,14,9,23,21,17,11,11,13,20,15,20,14,16,23,12,16,7,1,2,15136,50.6192052980,39,154,109,75,36,-
442,"45201","198002","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","è„íÜñÏ",218,7,8,4,24,27,11,11,12,17,4,12,16,11,21,6,4,4,3,1,-,-,15,8174,40.7660098522,19,145,39,12,4,-,112,4,4,2,9,15,8,4,5,8,4,5,7,6,12,4,3,2,1,-,-,-,9,4191,41.1893203883,10,71,22,6,1,-,106,3,4,2,15,12,3,7,7,9,-,7,9,5,9,2,1,2,2,1,-,-,6,3983,40.3300000000,9,74,17,6,3,-
443,"45201","198003","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","â∫íÜñÏ",238,7,9,10,14,14,6,7,17,10,19,17,20,21,19,18,13,13,2,2,-,-,-,11435,48.5462184874,26,145,67,30,4,-,117,6,3,6,5,6,1,4,8,5,11,6,13,10,11,8,6,7,-,1,-,-,-,5640,48.7051282051,15,69,33,14,1,-,121,1,6,4,9,8,5,3,9,5,8,11,7,11,8,10,7,6,2,1,-,-,-,5795,48.3925619835,11,76,34,16,3,-
444,"45201","198004","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","ìÏâ¡î[",993,40,51,44,37,32,66,79,78,82,62,63,64,63,69,47,33,35,19,7,2,-,20,42526,44.2060637205,135,626,212,96,28,-,472,20,29,27,19,12,29,27,37,38,30,36,26,34,31,22,17,16,9,4,-,-,9,20045,43.7937365011,76,288,99,46,13,-,521,20,22,17,18,20,37,52,41,44,32,27,38,29,38,25,16,19,10,3,2,-,11,22481,44.5803921569,59,338,113,50,15,-
445,"45201","198005","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","â∫â¡î[",2253,192,152,99,133,150,153,185,242,203,140,112,84,111,90,69,30,31,21,7,-,1,48,78161,35.9471655329,443,1513,249,90,29,5,1110,95,78,50,76,80,69,80,122,101,67,56,45,45,42,37,16,12,10,4,-,-,25,37892,35.4235023041,223,741,121,42,14,2,1143,97,74,49,57,70,84,105,120,102,73,56,39,66,48,32,14,19,11,3,-,1,23,40269,36.4544642857,220,772,128,48,15,3
446,"45201","198006","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","ÉjÉÖÅ[É^ÉEÉìîÚíπ",634,18,26,31,26,22,16,22,37,40,36,55,57,65,75,51,30,17,8,-,-,1,1,30728,49.0434439179,75,376,182,56,9,1,301,11,12,16,15,9,2,10,20,18,18,22,30,25,38,25,16,11,2,-,-,-,1,14520,48.9000000000,39,169,92,29,2,1,333,7,14,15,11,13,14,12,17,22,18,33,27,40,37,26,14,6,6,-,-,1,-,16208,49.1726726727,36,207,90,27,7,-
447,"45201","198007","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","írìcë‰ÇQãÊ",591,45,34,22,14,14,24,37,51,30,25,31,29,70,59,37,17,29,12,3,-,-,8,26457,45.8807890223,101,325,157,61,15,2,267,14,18,12,9,5,9,16,26,15,11,8,15,35,28,18,6,14,4,-,-,-,4,11961,45.9790874525,44,149,70,24,4,1,324,31,16,10,5,9,15,21,25,15,14,23,14,35,31,19,11,15,8,3,-,-,4,14496,45.8000000000,57,176,87,37,11,1
448,"45201","198008","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","â¡î[ÉPãu",1939,131,93,57,108,111,158,163,146,106,108,114,124,155,129,71,44,55,27,5,1,1,32,77396,41.0852123755,281,1293,333,133,34,6,939,67,46,28,65,54,71,81,74,50,40,57,59,73,67,38,15,21,10,3,-,-,20,36368,40.0734494015,141,624,154,49,13,1,1000,64,47,29,43,57,87,82,72,56,68,57,65,82,62,33,29,34,17,2,1,1,12,41028,42.0263157895,140,669,179,84,21,5
449,"45201","198009","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","Ç©ÇÃÇ§ë‰",627,17,24,28,30,21,24,30,48,24,25,52,75,78,62,35,25,17,7,3,1,-,1,29860,48.1996805112,69,407,150,53,11,2,292,11,10,18,15,9,9,13,25,10,9,22,33,41,27,16,16,7,1,-,-,-,-,13600,47.0753424658,39,186,67,24,1,2,335,6,14,10,15,12,15,17,23,14,16,30,42,37,35,19,9,10,6,3,1,-,1,16260,49.1826347305,30,221,83,29,10,-
450,"45201","198010","3","","","","ã{çËåß","ã{çËés","ëÂéöâ¡î[","ÉjÉÖÅ[írìcë‰",644,9,22,16,32,34,30,18,26,27,31,92,113,81,47,23,21,11,6,-,1,1,3,30853,48.6326053042,47,484,110,40,8,1,301,6,8,7,14,14,14,15,12,13,15,36,53,37,25,14,9,6,1,-,-,-,2,14392,48.6337792642,21,223,55,16,1,1,343,3,14,9,18,20,16,3,14,14,16,56,60,44,22,9,12,5,5,-,1,1,1,16461,48.6315789474,26,261,55,24,7,-
451,"45201","1990","2","","","","ã{çËåß","ã{çËés","ê≥éË","",1853,108,116,107,139,105,124,129,132,164,138,92,70,99,85,88,55,30,11,7,1,-,53,67911,38.2283333333,331,1192,277,104,19,5,881,44,58,56,58,58,66,68,60,78,66,43,27,52,39,40,25,10,5,3,-,-,25,31851,37.7091121495,158,576,122,43,8,3,972,64,58,51,81,47,58,61,72,86,72,49,43,47,46,48,30,20,6,4,1,-,28,36060,38.6991525424,173,616,155,61,11,2
452,"45201","199001","3","","","","ã{çËåß","ã{çËés","ê≥éË","ÇPíöñ⁄",695,36,55,44,49,35,32,45,54,55,51,42,25,40,32,40,22,13,5,5,1,-,14,26405,39.2738619677,135,428,118,46,11,-,333,15,33,20,21,22,17,22,24,29,25,17,10,20,14,17,10,6,2,3,-,-,6,12324,38.1880733945,68,207,52,21,5,-,362,21,22,24,28,13,15,23,30,26,26,25,15,20,18,23,12,7,3,2,1,-,8,14081,40.2768361582,67,221,66,25,6,-
453,"45201","199002","3","","","","ã{çËåß","ã{çËés","ê≥éË","ÇQíöñ⁄",708,31,33,42,63,42,58,44,43,64,42,33,33,41,34,33,22,13,6,1,-,-,30,26164,39.0899705015,106,463,109,42,7,5,332,13,13,23,27,21,33,27,17,28,19,14,13,24,13,16,10,3,3,-,-,-,15,12003,38.3643533123,49,223,45,16,3,3,376,18,20,19,36,21,25,17,26,36,23,19,20,17,21,17,12,10,3,1,-,-,15,14161,39.7271468144,57,240,64,26,4,2
454,"45201","199003","3","","","","ã{çËåß","ã{çËés","ê≥éË","ÇRíöñ⁄",450,41,28,21,27,28,34,40,35,45,45,17,12,18,19,15,11,4,-,1,-,-,9,15342,35.2891156463,90,301,50,16,1,-,216,16,12,13,10,15,16,19,19,21,22,12,4,8,12,7,5,1,-,-,-,-,4,7524,35.9905660377,41,146,25,6,-,-,234,25,16,8,17,13,18,21,16,24,23,5,8,10,7,8,6,3,-,1,-,-,5,7818,34.6397379913,49,155,25,10,1,-
455,"45201","2000","2","","","","ã{çËåß","ã{çËés","â¡î[","",1350,114,77,58,63,132,130,132,138,88,63,58,56,34,49,18,25,13,19,6,3,1,73,43255,34.3723570869,249,894,134,67,29,9,708,68,42,32,37,93,57,61,75,45,24,28,27,16,27,9,15,4,5,1,1,-,41,21243,32.3485757121,142,463,62,26,7,6,642,46,35,26,26,39,73,71,63,43,39,30,29,18,22,9,10,9,14,5,2,1,32,22012,36.5852459016,107,431,72,41,22,3
456,"45201","200001","3","","","","ã{çËåß","ã{çËés","â¡î[","ÇPíöñ⁄",413,34,27,19,16,28,52,49,48,30,20,18,17,14,18,4,5,-,1,-,-,-,13,12999,32.9975000000,80,292,28,6,1,-,215,19,15,12,7,18,24,19,30,17,7,9,10,6,10,1,5,-,-,-,-,-,6,6716,32.6339712919,46,147,16,5,-,-,198,15,12,7,9,10,28,30,18,13,13,9,7,8,8,3,-,-,1,-,-,-,7,6283,33.3952879581,34,145,12,1,1,-
457,"45201","200002","3","","","","ã{çËåß","ã{çËés","â¡î[","ÇQíöñ⁄",368,29,18,9,17,45,32,23,34,19,17,10,14,7,12,2,9,6,14,5,3,1,42,11943,37.1349693252,56,218,52,38,23,-,204,19,10,4,13,37,13,14,18,8,10,3,8,4,7,2,3,2,4,-,1,-,24,5743,32.4055555556,33,128,19,10,5,-,164,10,8,5,4,8,19,9,16,11,7,7,6,3,5,-,6,4,10,5,2,1,18,6200,42.9657534247,23,90,33,28,18,-
458,"45201","200003","3","","","","ã{çËåß","ã{çËés","â¡î[","ÇRíöñ⁄",293,38,18,13,12,10,24,38,36,20,19,15,15,6,6,4,9,4,3,-,-,-,3,9668,33.8379310345,69,195,26,16,3,1,139,22,8,8,5,5,10,16,17,9,6,10,5,3,4,2,5,1,1,-,-,-,2,4419,32.7554744526,38,86,13,7,1,1,154,16,10,5,7,5,14,22,19,11,13,5,10,3,2,2,4,3,2,-,-,-,1,5249,34.8071895425,31,109,13,9,2,-
459,"45201","200004","3","","","","ã{çËåß","ã{çËés","â¡î[","ÇSíöñ⁄",131,10,10,10,7,13,12,13,9,10,2,5,4,4,9,4,2,1,1,-,-,-,5,4123,33.2222222222,30,79,17,4,1,-,68,7,8,6,4,10,4,6,5,4,-,1,1,1,4,1,2,1,-,-,-,-,3,1828,28.6230769231,21,36,8,3,-,-,63,3,2,4,3,3,8,7,4,6,2,4,3,3,5,3,-,-,1,-,-,-,2,2295,38.1229508197,9,43,9,1,1,-
460,"45201","200005","3","","","","ã{çËåß","ã{çËés","â¡î[","ÇTíöñ⁄",145,3,4,7,11,36,10,9,11,9,5,10,6,3,4,4,-,2,-,1,-,-,10,4522,33.9962962963,14,110,11,3,1,8,82,1,1,2,8,23,6,6,5,7,1,5,3,2,2,3,-,-,-,1,-,-,6,2537,33.8815789474,4,66,6,1,1,5,63,2,3,5,3,13,4,3,6,2,4,5,3,1,2,1,-,2,-,-,-,-,4,1985,34.1440677966,10,44,5,2,-,3
